identity_line_item_id,identity_time_interval,bill_bill_type,bill_billing_entity,bill_billing_period_end_date,bill_billing_period_start_date,bill_invoice_id,bill_invoicing_entity,bill_payer_account_id,bill_payer_account_name,line_item_availability_zone,line_item_blended_cost,line_item_blended_rate,line_item_currency_code,line_item_line_item_description,line_item_line_item_type,line_item_net_unblended_cost,line_item_net_unblended_rate,line_item_operation,line_item_product_code,line_item_resource_id,line_item_usage_account_id,line_item_usage_account_name,line_item_usage_amount,line_item_usage_end_date,line_item_usage_start_date,line_item_usage_type,pricing_public_on_demand_cost,pricing_public_on_demand_rate,pricing_term,pricing_unit,product_product_name,product_region,product_instance_type,product_instance_type_family,product_operating_system,product_vcpu,product_memory,resource_tags
lid-00002583,2025-12-12T00:00:00Z/2025-12-13T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.4223831601,0.0208333333,USD,$0.0208 per GB-Mo for Standard in ap-southeast-1,Usage,0.4012640021,0.0197916667,PutObject,AmazonS3,arn:aws:s3:ap-southeast-1:555666777888:Standard-3305,555666777888,Staging,20.2743916833,2025-12-13T00:00:00Z,2025-12-12T00:00:00Z,APS1-TimedStorage-ByteHrs:Standard,0.4857406341,0.0239583333,OnDemand,GB-Mo,Amazon Simple Storage Service,ap-southeast-1,Standard,,,,,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001964,2025-11-24T00:00:00Z/2025-11-25T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2b,7.9840519204,0.3000000000,USD,$0.3000 per Hrs for Cluster in us-west-2,Usage,7.5848493244,0.2850000000,CreateCluster,AmazonEKS,arn:aws:eks:us-west-2:999000111222:Cluster-5729,999000111222,Data Platform,26.6135064013,2025-11-25T00:00:00Z,2025-11-24T00:00:00Z,USW2-AmazonEKS-Hours:perCluster:Cluster,9.1816597085,0.3450000000,OnDemand,Hrs,Amazon Elastic Kubernetes Service,us-west-2,Cluster,,,,,"{""Environment"": ""dev"", ""Team"": ""ml-ops""}"
lid-00000977,2025-10-28T00:00:00Z/2025-10-29T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,3.7088796409,0.1700000000,USD,$0.1700 per Hrs for c5.xlarge in ap-southeast-1,Usage,3.5234356588,0.1615000000,RunInstances,AmazonEC2,arn:aws:ec2:ap-southeast-1:111222333444:c5-xlarge-4163,111222333444,Production,21.8169390639,2025-10-29T00:00:00Z,2025-10-28T00:00:00Z,APS1-BoxUsage:c5.xlarge,4.2652115870,0.1955000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,ap-southeast-1,c5.xlarge,Compute optimized,Linux,4,8 GiB,{}
lid-00001381,2025-11-08T00:00:00Z/2025-11-09T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1a,2.7738069320,0.1740000000,USD,$0.1740 per Hrs for db.m5.large in eu-central-1,Usage,2.6351165854,0.1653000000,CreateDBInstance,AmazonRDS,arn:aws:rds:eu-central-1:555666777888:db-m5-large-7541,555666777888,Staging,15.9414191494,2025-11-09T00:00:00Z,2025-11-08T00:00:00Z,EUC1-InstanceUsage:db.m5.large,3.1898779718,0.2001000000,OnDemand,Hrs,Amazon Relational Database Service,eu-central-1,db.m5.large,General purpose,,2,8 GiB,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00002247,2025-12-02T00:00:00Z/2025-12-03T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1b,32.2692108698,1.0920000000,USD,$1.0920 per Hrs for ra3.xlplus in us-east-1,Usage,30.6557503263,1.0374000000,CreateCluster,AmazonRedshift,arn:aws:redshift:us-east-1:111222333444:ra3-xlplus-7336,111222333444,Production,29.5505594046,2025-12-03T00:00:00Z,2025-12-02T00:00:00Z,USE1-Node:ra3.xlplus,37.1095925003,1.2558000000,OnDemand,Hrs,Amazon Redshift,us-east-1,ra3.xlplus,RA3,,4,32 GiB,{}
lid-00000599,2025-10-17T00:00:00Z/2025-10-18T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,7.0963792027,0.3000000000,USD,$0.3000 per Hrs for Cluster in us-east-1,Usage,6.7415602425,0.2850000000,CreateCluster,AmazonEKS,arn:aws:eks:us-east-1:111222333444:Cluster-3595,111222333444,Production,23.6545973423,2025-10-18T00:00:00Z,2025-10-17T00:00:00Z,USE1-AmazonEKS-Hours:perCluster:Cluster,8.1608360831,0.3450000000,OnDemand,Hrs,Amazon Elastic Kubernetes Service,us-east-1,Cluster,,,,,{}
lid-00000590,2025-10-17T00:00:00Z/2025-10-18T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,4.7120939801,0.1740000000,USD,$0.1740 per Hrs for db.m5.large in eu-west-1,Usage,4.4764892811,0.1653000000,CreateDBInstance,AmazonRDS,arn:aws:rds:eu-west-1:999000111222:db-m5-large-9759,999000111222,Data Platform,27.0809998856,2025-10-18T00:00:00Z,2025-10-17T00:00:00Z,EUW1-InstanceUsage:db.m5.large,5.4189080771,0.2001000000,OnDemand,Hrs,Amazon Relational Database Service,eu-west-1,db.m5.large,General purpose,,2,8 GiB,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00003134,2025-12-27T00:00:00Z/2025-12-28T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,1.9123661166,0.1041666667,USD,$0.1042 per GB for Distribution in us-east-1,Usage,1.8167478108,0.0989583333,GET,AmazonCloudFront,arn:aws:cloudfront:us-east-1:555666777888:Distribution-5593,555666777888,Staging,18.3587147198,2025-12-28T00:00:00Z,2025-12-27T00:00:00Z,USE1-DataTransfer-Out-Bytes:Distribution,2.1992210341,0.1197916667,OnDemand,GB,Amazon CloudFront,us-east-1,Distribution,,,,,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001280,2025-11-05T00:00:00Z/2025-11-06T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,5.7312253500,0.2400000000,USD,$0.2400 per Hrs for db.r5.large in us-east-1,Usage,5.4446640825,0.2280000000,CreateDBInstance,AmazonRDS,arn:aws:rds:us-east-1:999000111222:db-r5-large-1310,999000111222,Data Platform,23.8801056251,2025-11-06T00:00:00Z,2025-11-05T00:00:00Z,USE1-InstanceUsage:db.r5.large,6.5909091525,0.2760000000,OnDemand,Hrs,Amazon Relational Database Service,us-east-1,db.r5.large,Memory optimized,,2,16 GiB,{}
lid-00002710,2025-12-15T00:00:00Z/2025-12-16T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2c,28.5771798616,1.0920000000,USD,$1.0920 per Hrs for ra3.xlplus in us-west-2,Usage,27.1483208686,1.0374000000,CreateCluster,AmazonRedshift,arn:aws:redshift:us-west-2:999000111222:ra3-xlplus-6518,999000111222,Data Platform,26.1695786279,2025-12-16T00:00:00Z,2025-12-15T00:00:00Z,USW2-Node:ra3.xlplus,32.8637568409,1.2558000000,OnDemand,Hrs,Amazon Redshift,us-west-2,ra3.xlplus,RA3,,4,32 GiB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00002380,2025-12-06T00:00:00Z/2025-12-07T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1c,4.6421729929,0.3000000000,USD,$0.3000 per Hrs for Cluster in eu-central-1,Usage,4.4100643433,0.2850000000,CreateCluster,AmazonEKS,arn:aws:eks:eu-central-1:555666777888:Cluster-2582,555666777888,Staging,15.4739099764,2025-12-07T00:00:00Z,2025-12-06T00:00:00Z,EUC1-AmazonEKS-Hours:perCluster:Cluster,5.3384989419,0.3450000000,OnDemand,Hrs,Amazon Elastic Kubernetes Service,eu-central-1,Cluster,,,,,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001368,2025-11-08T00:00:00Z/2025-11-09T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1a,10.7510954583,0.3840000000,USD,$0.3840 per Hrs for m5.2xlarge in ap-southeast-1,Usage,10.2135406854,0.3648000000,RunInstances,AmazonEC2,arn:aws:ec2:ap-southeast-1:111222333444:m5-2xlarge-3102,111222333444,Production,27.9976444227,2025-11-09T00:00:00Z,2025-11-08T00:00:00Z,APS1-BoxUsage:m5.2xlarge,12.3637597770,0.4416000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,ap-southeast-1,m5.2xlarge,General purpose,Linux,8,32 GiB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00001009,2025-10-28T00:00:00Z/2025-10-29T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1c,0.1169374118,0.0100000000,USD,$0.0100 per Requests for Topic in eu-west-1,Usage,0.1110905412,0.0095000000,Publish,AmazonSNS,arn:aws:sns:eu-west-1:999000111222:Topic-1616,999000111222,Data Platform,11.6937411808,2025-10-29T00:00:00Z,2025-10-28T00:00:00Z,EUW1-DeliveryAttempts-SMTP:Topic,0.1344780236,0.0115000000,OnDemand,Requests,Amazon Simple Notification Service,eu-west-1,Topic,,,,,{}
lid-00003065,2025-12-25T00:00:00Z/2025-12-26T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,2.2001692634,0.0625000000,USD,$0.0625 per Lambda-GB-Second for Function in ap-southeast-1,Usage,2.0901608002,0.0593750000,Invoke,AWSLambda,arn:aws:lambda:ap-southeast-1:555666777888:Function-3855,555666777888,Staging,35.2027082146,2025-12-26T00:00:00Z,2025-12-25T00:00:00Z,APS1-Lambda-GB-Second:Function,2.5301946529,0.0718750000,OnDemand,Lambda-GB-Second,AWS Lambda,ap-southeast-1,Function,,,,1024 MB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00002858,2025-12-19T00:00:00Z/2025-12-20T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1a,0.1899236477,0.0100000000,USD,$0.0100 per Requests for Topic in eu-west-1,Usage,0.1804274653,0.0095000000,Publish,AmazonSNS,arn:aws:sns:eu-west-1:555666777888:Topic-1124,555666777888,Staging,18.9923647694,2025-12-20T00:00:00Z,2025-12-19T00:00:00Z,EUW1-DeliveryAttempts-SMTP:Topic,0.2184121948,0.0115000000,OnDemand,Requests,Amazon Simple Notification Service,eu-west-1,Topic,,,,,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00001309,2025-11-06T00:00:00Z/2025-11-07T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1a,12.6226775379,0.4800000000,USD,$0.4800 per Hrs for db.r5.xlarge in ap-southeast-1,Usage,11.9915436610,0.4560000000,CreateDBInstance,AmazonRDS,arn:aws:rds:ap-southeast-1:111222333444:db-r5-xlarge-3087,111222333444,Production,26.2972448706,2025-11-07T00:00:00Z,2025-11-06T00:00:00Z,APS1-InstanceUsage:db.r5.xlarge,14.5160791686,0.5520000000,OnDemand,Hrs,Amazon Relational Database Service,ap-southeast-1,db.r5.xlarge,Memory optimized,,4,32 GiB,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00000506,2025-10-15T00:00:00Z/2025-10-16T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-west-1a,3.3856560132,0.1260000000,USD,$0.1260 per Hrs for r5.large in eu-west-1,Usage,3.2163732125,0.1197000000,RunInstances,AmazonEC2,arn:aws:ec2:eu-west-1:111222333444:r5-large-3230,111222333444,Production,26.8702858188,2025-10-16T00:00:00Z,2025-10-15T00:00:00Z,EUW1-BoxUsage:r5.large,3.8935044151,0.1449000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,eu-west-1,r5.large,Memory optimized,Linux,2,16 GiB,"{""Environment"": ""production"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001"", ""Project"": ""data-pipeline""}"
lid-00001245,2025-11-04T00:00:00Z/2025-11-05T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,,0.5332639462,0.0208333333,USD,$0.0208 per GB-Mo for Standard in eu-central-1,Usage,0.5066007489,0.0197916667,PutObject,AmazonS3,arn:aws:s3:eu-central-1:555666777888:Standard-1487,555666777888,Staging,25.5966694193,2025-11-05T00:00:00Z,2025-11-04T00:00:00Z,EUC1-TimedStorage-ByteHrs:Standard,0.6132535382,0.0239583333,OnDemand,GB-Mo,Amazon Simple Storage Service,eu-central-1,Standard,,,,,{}
lid-00001433,2025-11-09T00:00:00Z/2025-11-10T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1b,9.3511366575,0.6620833333,USD,$0.6621 per Hrs for ml.g4dn.xlarge in us-east-1,Usage,8.8835798246,0.6289791667,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:us-east-1:555666777888:ml-g4dn-xlarge-8462,555666777888,Staging,14.1238061535,2025-11-10T00:00:00Z,2025-11-09T00:00:00Z,USE1-Notebook:ml.g4dn.xlarge,10.7538071561,0.7613958333,OnDemand,Hrs,Amazon SageMaker,us-east-1,ml.g4dn.xlarge,Accelerated computing,,4,16 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00000798,2025-10-23T00:00:00Z/2025-10-24T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2c,3.1858430052,0.1260000000,USD,$0.1260 per Hrs for r5.large in us-west-2,Usage,3.0265508550,0.1197000000,RunInstances,AmazonEC2,arn:aws:ec2:us-west-2:999000111222:r5-large-9534,999000111222,Data Platform,25.2844682953,2025-10-24T00:00:00Z,2025-10-23T00:00:00Z,USW2-BoxUsage:r5.large,3.6637194560,0.1449000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-west-2,r5.large,Memory optimized,Linux,2,16 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00000528,2025-10-15T00:00:00Z/2025-10-16T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2c,3.2951060690,0.1908333333,USD,$0.1908 per Hrs for cache.r5.large in us-west-2,Usage,3.1303507655,0.1812916667,CreateCacheCluster,AmazonElastiCache,arn:aws:elasticache:us-west-2:111222333444:cache-r5-large-6210,111222333444,Production,17.2669313659,2025-10-16T00:00:00Z,2025-10-15T00:00:00Z,USW2-NodeUsage:cache.r5.large,3.7893719793,0.2194583333,OnDemand,Hrs,Amazon ElastiCache,us-west-2,cache.r5.large,Memory optimized,,2,13.07 GiB,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00000535,2025-10-15T00:00:00Z/2025-10-16T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1a,15.7777919954,0.6620833333,USD,$0.6621 per Hrs for ml.g4dn.xlarge in ap-southeast-1,Usage,14.9889023956,0.6289791667,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:ap-southeast-1:111222333444:ml-g4dn-xlarge-8157,111222333444,Production,23.8305228376,2025-10-16T00:00:00Z,2025-10-15T00:00:00Z,APS1-Notebook:ml.g4dn.xlarge,18.1444607947,0.7613958333,OnDemand,Hrs,Amazon SageMaker,ap-southeast-1,ml.g4dn.xlarge,Accelerated computing,,4,16 GiB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00003145,2025-12-27T00:00:00Z/2025-12-28T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,2.5998709508,0.1600000000,USD,$0.1600 per Hrs for cache.m5.large in ap-southeast-1,Usage,2.4698774032,0.1520000000,CreateCacheCluster,AmazonElastiCache,arn:aws:elasticache:ap-southeast-1:555666777888:cache-m5-large-9994,555666777888,Staging,16.2491934422,2025-12-28T00:00:00Z,2025-12-27T00:00:00Z,APS1-NodeUsage:cache.m5.large,2.9898515934,0.1840000000,OnDemand,Hrs,Amazon ElastiCache,ap-southeast-1,cache.m5.large,General purpose,,2,6.38 GiB,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00000787,2025-10-22T00:00:00Z/2025-10-23T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,15.5300456621,0.6620833333,USD,$0.6621 per Hrs for ml.g4dn.xlarge in ap-southeast-1,Usage,14.7535433790,0.6289791667,CreateNotebookInstance,AmazonSageMaker,arn:aws:sagemaker:ap-southeast-1:999000111222:ml-g4dn-xlarge-7765,999000111222,Data Platform,23.4563307672,2025-10-23T00:00:00Z,2025-10-22T00:00:00Z,APS1-Notebook:ml.g4dn.xlarge,17.8595525114,0.7613958333,OnDemand,Hrs,Amazon SageMaker,ap-southeast-1,ml.g4dn.xlarge,Accelerated computing,,4,16 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00002425,2025-12-08T00:00:00Z/2025-12-09T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1c,5.1071149472,0.1920000000,USD,$0.1920 per Hrs for m5.xlarge in ap-southeast-1,Usage,4.8517591998,0.1824000000,RunInstances,AmazonEC2,arn:aws:ec2:ap-southeast-1:999000111222:m5-xlarge-3841,999000111222,Data Platform,26.5995570165,2025-12-09T00:00:00Z,2025-12-08T00:00:00Z,APS1-BoxUsage:m5.xlarge,5.8731821892,0.2208000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,ap-southeast-1,m5.xlarge,General purpose,Linux,4,16 GiB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00002899,2025-12-21T00:00:00Z/2025-12-22T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,2.4077737241,0.1920000000,USD,$0.1920 per Hrs for m5.xlarge in us-east-1,Usage,2.2873850379,0.1824000000,RunInstances,AmazonEC2,arn:aws:ec2:us-east-1:555666777888:m5-xlarge-8214,555666777888,Staging,12.5404881462,2025-12-22T00:00:00Z,2025-12-21T00:00:00Z,USE1-BoxUsage:m5.xlarge,2.7689397827,0.2208000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-east-1,m5.xlarge,General purpose,Linux,4,16 GiB,"{""Environment"": ""dev"", ""Team"": ""data-engineering"", ""CostCenter"": ""CC-2001""}"
lid-00000723,2025-10-21T00:00:00Z/2025-10-22T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2b,4.1241124462,0.1920000000,USD,$0.1920 per Hrs for m5.xlarge in us-west-2,Usage,3.9179068239,0.1824000000,RunInstances,AmazonEC2,arn:aws:ec2:us-west-2:111222333444:m5-xlarge-4096,111222333444,Production,21.4797523238,2025-10-22T00:00:00Z,2025-10-21T00:00:00Z,USW2-BoxUsage:m5.xlarge,4.7427293131,0.2208000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-west-2,m5.xlarge,General purpose,Linux,4,16 GiB,"{""Environment"": ""staging"", ""Team"": ""frontend"", ""CostCenter"": ""CC-4001"", ""Project"": ""web-app""}"
lid-00001868,2025-11-22T00:00:00Z/2025-11-23T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-west-2c,8.6761951453,0.3840000000,USD,$0.3840 per Hrs for m5.2xlarge in us-west-2,Usage,8.2423853880,0.3648000000,RunInstances,AmazonEC2,arn:aws:ec2:us-west-2:111222333444:m5-2xlarge-4451,111222333444,Production,22.5942581908,2025-11-23T00:00:00Z,2025-11-22T00:00:00Z,USW2-BoxUsage:m5.2xlarge,9.9776244171,0.4416000000,OnDemand,Hrs,Amazon Elastic Compute Cloud,us-west-2,m5.2xlarge,General purpose,Linux,8,32 GiB,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00002280,2025-12-03T00:00:00Z/2025-12-04T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1b,6.9574676754,0.3000000000,USD,$0.3000 per Hrs for Cluster in ap-southeast-1,Usage,6.6095942916,0.2850000000,CreateCluster,AmazonEKS,arn:aws:eks:ap-southeast-1:111222333444:Cluster-7236,111222333444,Production,23.1915589180,2025-12-04T00:00:00Z,2025-12-03T00:00:00Z,APS1-AmazonEKS-Hours:perCluster:Cluster,8.0010878267,0.3450000000,OnDemand,Hrs,Amazon Elastic Kubernetes Service,ap-southeast-1,Cluster,,,,,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001828,2025-11-20T00:00:00Z/2025-11-21T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1a,2.0564643839,0.0750000000,USD,$0.0750 per GB for DeliveryStream in eu-central-1,Usage,1.9536411647,0.0712500000,PutRecord,AmazonKinesisFirehose,arn:aws:kinesisfirehose:eu-central-1:555666777888:DeliveryStream-1248,555666777888,Staging,27.4195251190,2025-11-21T00:00:00Z,2025-11-20T00:00:00Z,EUC1-DataIngested:DeliveryStream,2.3649340415,0.0862500000,OnDemand,GB,Amazon Kinesis Data Firehose,eu-central-1,DeliveryStream,,,,,"{""Environment"": ""staging"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
lid-00001293,2025-11-05T00:00:00Z/2025-11-06T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,ap-southeast-1a,3.0050947106,0.1600000000,USD,$0.1600 per Hrs for cache.m5.large in ap-southeast-1,Usage,2.8548399750,0.1520000000,CreateCacheCluster,AmazonElastiCache,arn:aws:elasticache:ap-southeast-1:111222333444:cache-m5-large-9806,111222333444,Production,18.7818419411,2025-11-06T00:00:00Z,2025-11-05T00:00:00Z,APS1-NodeUsage:cache.m5.large,3.4558589172,0.1840000000,OnDemand,Hrs,Amazon ElastiCache,ap-southeast-1,cache.m5.large,General purpose,,2,6.38 GiB,"{""Environment"": ""production"", ""Team"": ""ml-ops"", ""CostCenter"": ""CC-3001"", ""Project"": ""recommendation-engine""}"
lid-00002665,2025-12-14T00:00:00Z/2025-12-15T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,us-east-1a,0.6966281794,0.0333333333,USD,$0.0333 per Lambda-GB-Second for Function in us-east-1,Usage,0.6617967704,0.0316666667,Invoke,AWSLambda,arn:aws:lambda:us-east-1:111222333444:Function-9919,111222333444,Production,20.8988453825,2025-12-15T00:00:00Z,2025-12-14T00:00:00Z,USE1-Lambda-GB-Second:Function,0.8011224063,0.0383333333,OnDemand,Lambda-GB-Second,AWS Lambda,us-east-1,Function,,,,512 MB,{}
lid-00002991,2025-12-23T00:00:00Z/2025-12-24T00:00:00Z,Anniversary,AWS,2025-12-30T00:00:00Z,2025-10-01T00:00:00Z,INV-202510-001,"Amazon Web Services, Inc.",111222333444,Acme Corp Master,eu-central-1a,1.0246520082,0.0500000000,USD,$0.0500 per ReadRequestUnits for PayPerRequest in eu-central-1,Usage,0.9734194078,0.0475000000,GetItem,AmazonDynamoDB,arn:aws:dynamodb:eu-central-1:111222333444:PayPerRequest-7105,111222333444,Production,20.4930401633,2025-12-24T00:00:00Z,2025-12-23T00:00:00Z,EUC1-PayPerRequestThroughput:PayPerRequest,1.1783498094,0.0575000000,OnDemand,ReadRequestUnits,Amazon DynamoDB,eu-central-1,PayPerRequest,,,,,"{""Environment"": ""production"", ""Team"": ""platform-engineering"", ""CostCenter"": ""CC-1001"", ""Project"": ""core-api""}"
